"","9014_1-5","9014_1-6","9014_2-5","9014_2-6","9014_5-6","9014_6-5-1","9014_6-5-2","9014_6-6"
"RP4-733M16.2",0,0,0,0,0,0,0,0
"ARHGEF19",422,580,352,502,486,453,468,592
"ANO7P1",18,14,24,28,5,24,9,15
"RSG1",144,184,142,179,162,78,149,161
"MTL1",4,5,4,0,4,1,6,0
"FBXO42",2006,1971,1637,2330,1730,1515,1802,1947
"SZRD1",12133,9775,10304,10302,9308,8472,9168,9997
"RP11-430L17.1",8,7,6,9,7,8,5,4
"SPATA21",13,3,5,10,4,16,15,1
"NECAP2",11016,15102,8983,15977,11382,8789,9354,12683
"RP4-798A10.2",39,98,44,98,89,35,68,117
"CROCCP3",57,49,43,73,63,65,102,97
"RNU1-1",0,0,1,0,0,0,0,0
"RP4-798A10.7",3,2,0,0,1,2,3,0
"RP4-798A10.4",0,0,0,0,0,0,0,0
"RP5-875O13.1",0,0,0,0,0,0,0,0
"RNU1-6P",0,0,0,0,0,0,0,0
"RP5-875O13.6",0,0,0,0,0,0,0,0
"NBPF1",453,369,380,511,268,264,269,344
"RP5-1182A14.5",2,0,1,1,6,0,4,3
"CROCCP2",1146,1115,952,1178,1422,1497,1601,1671
"RP5-1182A14.8",0,0,0,0,0,0,0,0
"MST1P2",31,5,22,13,30,52,92,35
"RP1-163M9.8",0,0,0,0,0,0,0,0
"RNU1-3",0,0,0,0,0,0,0,0
"RP5-875O13.7",0,0,0,0,1,0,0,0
"EIF1AP1",17,15,6,15,13,4,10,10
"ESPNP",1,0,0,0,0,0,0,0
"RP1-163M9.7",0,0,0,0,0,0,0,0
"RP5-1182A14.7",2,0,0,0,0,0,0,0
"CROCC",1504,1159,1124,1218,1539,1655,1765,1936
"RP1-163M9.5",0,3,0,0,1,0,0,0
"RNU1-4",0,0,0,0,0,1,0,0
"MST1L",11,3,12,22,19,27,44,12
"RP11-108M9.1",0,0,0,0,0,0,0,0
"RP11-108M9.2",0,0,0,0,0,0,0,0
"MIR3675",0,0,0,0,0,0,0,0
"RP11-108M9.3",0,0,0,1,0,0,0,0
"RNU1-5P",0,0,0,0,0,0,0,0
"RP11-108M9.4",12,9,11,13,5,1,4,7
"RP11-108M9.5",1,0,3,0,1,0,2,0
"RNU1-2",2,1,0,1,1,1,1,1
"RP11-108M9.6",6,1,4,4,2,6,9,7
"MFAP2",0,0,0,0,0,0,1,0
"RP1-37C10.3",2,0,0,0,0,0,1,0
"ATP13A2",4023,2517,3428,2623,2285,2844,3158,2671
"SDHB",3404,3219,2790,3390,2482,2497,2655,2725
"PADI2",0,2,0,0,1,0,0,0
"RP11-380J14.1",0,0,0,0,0,0,0,0
"RP11-380J14.4",0,0,0,0,0,0,0,0
"PADI1",0,0,0,0,0,0,0,0
"PADI3",0,0,0,0,0,0,0,0
"MIR3972",0,0,0,0,0,0,0,0
"PADI4",26,24,16,41,30,19,20,24
"PADI6",1,0,0,0,0,0,0,0
"RP1-20B21.4",0,0,0,0,0,0,0,0
"RCC2",7134,8134,5980,8668,6884,6947,7759,7438
"ARHGEF10L",0,0,0,0,0,0,0,0
"RP11-473A10.2",0,0,0,0,0,0,0,0
"ACTL8",0,0,0,0,0,0,0,0
"RP11-658E23.1",0,0,0,0,0,0,0,0
"RP11-174G17.2",0,0,0,0,0,0,0,0
"IGSF21",0,0,0,2,0,0,0,0
"RP11-174G17.3",0,0,0,0,0,0,0,0
"RP11-174G17",0,0,0,0,0,0,0,0
"RP11-422P22.1",0,0,0,0,0,0,0,0
"KLHDC7A",0,0,0,0,0,0,0,0
"RP1-8B22.1",0,0,0,0,0,0,0,0
"RP1-8B22.2",0,0,0,0,0,0,0,0
"PAX7",0,0,0,0,0,0,0,0
"TAS1R2",1,0,2,0,0,0,0,0
"RP13-279N23.2",0,0,0,0,2,0,0,0
"ALDH4A1",162,84,141,109,147,178,164,154
"MIR4695",0,0,0,0,0,0,0,0
"MIR1290",0,0,0,0,0,0,0,0
"IFFO2",2996,1763,2655,1782,6184,5056,5521,5971
"RP5-1126H10.2",45,18,27,16,28,29,37,44
"UBR4",15709,13496,12677,15672,17786,15593,17150,20557
"RP1-43E13.2",5,10,10,10,17,11,11,24
"EMC1",2464,2688,2026,2873,2373,2246,2448,2746
"MRTO4",2207,2403,1967,2496,2071,2244,2443,2194
"AKR7L",2,1,6,1,5,4,14,5
"AKR7A3",5,3,10,4,5,14,16,10
"RP4-657E11.10",14,18,10,20,20,10,19,27
"AKR7A2",1259,1475,1010,1365,1040,994,999,1092
"RNU6-1099P",0,6,0,0,0,3,0,3
"PQLC2",483,267,403,259,213,261,246,217
"CAPZB",19302,20347,16483,20903,15447,13149,14252,17431
"RN7SL277P",0,1,1,0,0,3,0,1
"RNU4-28P",0,0,0,0,2,0,1,0
"RP5-1056L3.1",1,0,0,0,0,3,1,0
"MINOS1",750,459,579,531,363,521,461,430
"NBL1",2469,1657,2054,1694,1366,1772,1939,1504
"MINOS1-NBL1",0,0,0,0,0,0,3,0
"RP5-1056L3.3",39,35,29,43,58,48,66,66
"HTR6",0,1,1,0,0,5,10,1
"TMCO4",1844,1871,1596,1995,1330,1283,1272,1572
"RNF186",0,0,0,0,0,0,0,2
"RP11-91K11.2",0,0,0,0,0,0,0,0
"OTUD3",709,368,565,442,650,842,846,649
"PLA2G2E",0,0,0,0,0,0,0,0
"RN7SL304P",0,0,0,0,0,0,0,0
"PLA2G2A",0,0,0,0,0,0,0,0
"PLA2G5",0,0,0,0,0,0,0,0
"PLA2G2D",0,0,0,0,0,0,0,0
"PLA2G2F",0,0,0,0,0,1,0,0
"RP3-340N1.2",0,2,2,0,0,4,0,0
"PLA2G2C",1,1,7,2,10,1,6,0
"RP3-340N1.5",63,21,60,27,11,28,31,13
"UBXN10",99,35,80,33,27,64,86,31
"RP3-340N1.6",0,0,0,0,0,0,0,0
"RP3-340N1.7",0,0,0,0,0,2,0,0
"VWA5B1",14,3,13,4,10,8,12,9
"RP4-745E8.2",7,6,3,4,3,11,4,0
"RP4-749H3.1",0,0,0,0,0,0,0,0
"RP4-749H3.2",0,0,0,0,0,0,0,0
"RP4-749H3.4",0,0,0,0,0,0,0,0
"RP4-749H3.3",0,0,0,0,0,0,0,0
"CAMK2N1",239,146,199,144,99,147,152,96
"MUL1",1792,1835,1482,2034,1323,1223,1327,1521
"RP11-401M16.3",0,0,0,0,0,0,0,0
"FAM43B",0,0,0,0,0,0,0,0
"CDA",0,0,2,1,0,2,1,0
"PINK1",438,478,383,479,304,255,243,362
"MIR6084",0,0,0,0,0,0,0,0
"RP11-401M16.7",178,201,144,214,241,166,212,256
"DDOST",8098,10173,7003,10605,8498,7160,7574,9263
"KIF17",7,1,6,4,0,10,0,0
"RP5-930J4.5",0,0,0,0,0,0,0,0
"SH2D5",6,0,11,0,2,3,4,0
"RP5-930J4.2",0,0,0,0,0,2,1,0
"HP1BP3",12621,14324,10643,15992,12195,11423,12704,13473
"EIF4G3",3338,2177,2674,2375,2815,3260,3669,3108
"RNU7-200P",0,0,0,0,0,0,0,0
"MIR1256",0,0,0,0,0,0,0,0
"RP11-487E1.1",1,0,1,0,0,1,2,2
"RP11-487E1.2",3,0,1,1,1,2,1,0
"RP11-628K18.1",2,1,0,4,0,1,0,3
"ECE1",15590,9396,12916,9953,6903,7795,8575,7467
"RP3-329E20.2",5,6,5,5,1,1,6,1
"RP5-1071N3.1",56,81,55,98,70,67,79,82
"RP11-560O15.1",0,0,0,0,0,0,0,0
"RP11-293F5.8",0,0,0,0,0,0,0,0
"RP11-293F5.1",0,0,0,0,0,0,0,0
"RP11-293F5.2",16,12,7,8,10,7,5,12
"HS6ST1P",2,1,0,0,0,0,0,3
"RP11-293F5.4",0,0,0,0,0,0,0,0
"NBPF3",131,150,110,174,125,114,96,126
"RP11-293F5.6",0,0,0,0,0,0,0,0
"ALPL",0,0,0,0,0,0,0,0
"RP11-63N8.3",0,0,0,0,0,0,0,0
"RAP1GAP",11,6,10,5,6,11,7,11
"USP48",2821,3258,2282,3571,3156,2844,3086,3523
"RP11-132G19.3",0,0,0,0,0,0,1,0
"LDLRAD2",0,0,1,0,4,2,0,2
"HSPG2",149,357,125,436,607,256,363,639
"RP11-26H16.1",0,1,1,3,1,1,1,2
"RP11-26H16.4",0,5,0,2,2,3,2,3
"CELA3B",0,0,0,0,0,0,0,0
"RN7SL386P",0,0,0,0,0,0,0,0
"RNU6-1022P",0,0,0,0,0,0,0,0
"CELA3A",0,0,0,0,0,0,0,0
"RN7SL186P",0,0,0,0,0,0,0,0
"RNU6-776P",0,0,0,0,0,0,0,0
"RP1-224A6.3",6,6,2,3,0,4,3,0
"RP1-224A6.4",257,337,175,371,327,235,300,313
"CDC42",24030,25165,20240,27232,20162,16466,17412,21528
"RP1-224A6.6",6,9,3,4,11,14,13,13
"RP1-224A6.8",1,3,5,12,10,16,9,4
"RP1-224A6.9",15,12,10,11,10,32,12,24
"WNT4",4,2,12,5,6,13,10,8
"MIR4418",0,0,0,0,0,0,0,0
"RP11-415K20.1",0,0,0,0,0,0,0,0
"RP11-415K20.2",0,0,0,0,0,0,0,0
"ZBTB40",3367,3125,2669,3391,4576,3866,4126,5141
"RP1-61A9.4",13,10,7,18,15,17,14,23
"EPHA8",0,0,1,1,0,0,0,0
"MIR6127",0,0,0,0,0,0,0,0
"C1QA",0,0,0,0,0,0,0,0
"C1QC",0,0,0,0,0,0,0,0
"C1QB",0,0,0,0,0,0,0,0
"EPHB2",1,0,0,0,0,0,0,0
"MIR4684",0,0,0,0,0,0,0,0
"RP11-69E9.1",0,0,0,0,0,0,0,0
"MIR4253",0,0,0,0,0,0,0,0
"LACTBL1",0,0,0,0,0,0,0,0
"C1orf234",0,0,1,0,0,0,0,2
"KDM1A",3199,3657,2713,4085,2993,2766,3135,3507
"RP1-184J9.2",0,1,0,2,0,2,8,1
"MIR3115",0,0,0,0,0,0,1,0
"MIR4419A",1,1,0,0,0,0,0,0
"LUZP1",2201,1510,1859,1713,1245,1238,1314,1309
"RP5-979D14.1",2,1,0,0,0,3,2,0
"RNU6-514P",0,0,0,0,2,1,0,1
"RNU6-135P",0,0,1,0,2,1,1,0
"HTR1D",0,0,0,0,0,0,1,0
"RP5-1057J7.1",0,0,0,0,1,0,0,0
"RP5-1057J7.6",29,25,23,31,45,21,29,36
"RP5-1057J7.8",8,16,4,20,9,7,3,6
"HNRNPR",12287,13493,9619,14504,9699,9393,9988,11011
"ZNF436",540,594,397,599,555,426,491,583
"C1orf213",41,22,25,33,38,54,23,46
"RP5-1057J7.7",9,4,9,7,4,5,11,11
"TCEA3",1694,2985,1508,3067,989,812,853,1014
"RP4-654C18.1",0,0,0,0,0,0,0,0
"ASAP3",16,15,17,23,1,8,10,3
"E2F2",804,1957,698,2251,430,772,829,409
"RP1-150O5.3",5,1,2,1,1,0,1,0
"ID3",597,410,460,448,211,391,387,282
"MDS2",23,79,9,84,20,6,5,11
"RP11-223J15.2",0,0,0,0,0,0,0,0
"RPL11",56111,108402,46826,112247,82625,51753,54443,91238
"ELOA",3092,2646,2564,2684,2242,2328,2324,2659
"RP5-886K2.3",34,40,17,57,38,44,38,50
"PITHD1",2514,2537,2136,2774,2056,1907,2184,2283
"LYPLA2",4378,3518,3767,3795,3282,2993,3349,3278
"GALE",465,364,451,385,269,366,440,301
"HMGCL",1224,1465,1047,1492,944,878,983,1070
"FUCA1",470,547,412,505,365,376,354,406
"CNR2",33,26,34,36,54,142,171,104
"RP11-4M23.2",4,3,0,1,7,9,7,11
"RP11-4M23.3",0,0,0,0,0,0,0,0
"MIR378F",0,0,0,0,0,0,0,0
"RP11-4M23.4",0,1,0,0,0,0,0,0
"PNRC2",4656,7191,3819,7381,4940,3929,4139,5632
"SRSF10",7288,6614,5663,7319,6103,6719,7117,7021
"RP11-4M23.7",0,0,0,0,0,0,0,0
"RP11-293P20.2",0,0,0,0,0,0,0,0
"MYOM3",2,0,0,0,0,0,0,0
"RP11-293P20.4",0,0,0,0,0,0,0,0
"IL22RA1",8,4,3,3,0,1,5,0
"IFNLR1",2689,301,2104,333,445,1137,1147,475
"RP11-10N16.2",1,0,0,0,0,0,0,0
"RP11-10N16.3",0,0,0,0,0,0,0,0
"GRHL3",1,1,3,4,1,0,2,0
"STPG1",398,322,320,384,323,247,316,358
"NIPAL3",4277,6205,3513,6916,3990,3171,3524,4745
"RCAN3",8954,14186,7045,15363,8369,5854,6192,9491
"RP4-594I10.3",0,0,0,0,0,0,0,0
"NCMAP",57,19,37,5,5,19,18,4
"RP11-496D1.2",0,0,0,0,0,0,1,0
"SRRM1",6252,5890,4954,6534,5881,5733,6512,6749
"RP11-373M8.2",0,0,0,0,0,0,0,0
"CLIC4",1376,660,952,681,581,692,844,751
"RNU6-1208P",0,0,0,0,0,0,0,0
"RUNX3",26009,19776,21808,20610,18655,18766,21147,20206
"MIR6731",19,2,5,2,4,14,10,11
"RP11-84D1.1",29,20,24,20,20,27,31,21
"RP11-84D1.2",5,2,0,6,1,5,4,0
"MIR4425",0,0,0,0,1,0,1,1
"RP4-799D16.1",2,0,0,0,0,3,0,0
"RP4-781L3.1",0,0,1,0,0,0,0,0
"RP4-706G24.1",0,0,0,0,2,0,0,0
"SYF2",4740,5518,3662,5812,4245,3306,3400,4723
"RP3-465N24.7",8,11,4,2,13,15,15,11
"RP3-465N24.8",2,3,2,3,3,10,5,4
"RSRP1",4442,3170,3362,3173,5175,4616,5152,5575
"RP3-465N24.6",12,2,4,5,6,12,6,4
"RP3-465N24.5",93,125,76,160,177,100,148,193
"RHD",83,120,75,103,150,109,106,173
"RP11-335G20.1",9,21,9,27,15,18,21,32
"RP11-335G20.7",25,21,20,40,42,32,40,50
"TMEM50A",13466,13449,10898,14011,10472,8976,9316,11846
"RHCE",11,24,13,27,27,11,20,22
"RP3-469D22.1",7,3,3,15,8,2,3,9
"TMEM57",3440,4550,2809,4867,3933,2650,2973,4554
"LDLRAP1",2042,4735,1691,5209,1741,1071,1110,1849
"RP11-70P17.1",28,20,35,20,10,8,17,12
"MAN1C1",14687,9642,11890,10350,7622,8323,9027,8562
"RP1-187B23.1",148,96,104,67,43,76,100,54
"SEPN1",1144,735,1130,804,726,668,816,812
"RP1-317E23.6",0,0,0,0,0,0,0,0
"RP1-317E23.3",22,26,10,27,17,16,29,30
"MTFR1L",1082,1005,835,1057,1075,1056,1038,1176
"RP1-317E23.7",0,0,0,0,0,0,0,0
"AUNIP",66,83,79,93,26,62,71,33
"RP1-125I3.2",1,0,0,1,0,0,0,1
"PAQR7",203,122,133,118,121,157,130,142
"STMN1",4816,8600,4386,8843,2750,5419,5509,2554
"RP1-125I3.7",1,0,0,0,0,0,0,0
"RP1-125I3.4",0,0,0,0,0,0,0,0
"MIR3917",0,0,0,0,0,0,0,0
"PAFAH2",849,1422,696,1464,1096,803,795,1271
"RNU6-110P",2,0,0,0,2,0,0,0
"RF00492",0,0,0,0,0,0,0,0
"RF00283",0,0,0,0,0,0,0,0
"EXTL1",0,5,2,0,0,1,6,0
"SLC30A2",0,0,0,0,0,0,0,2
"RP11-96L14.9",0,0,0,0,0,0,0,0
"TRIM63",0,0,0,0,0,4,0,0
"PDIK1L",1068,1450,837,1567,829,772,763,1055
"FAM110D",0,0,0,0,0,0,0,0
"RP11-96L14.8",0,0,0,0,0,0,0,0
"RP11-96L14.7",15,19,8,26,19,12,11,23
"ZNF593",3,1,0,2,2,1,2,5
"CNKSR1",240,239,193,223,180,146,157,209
"CATSPER4",0,2,0,0,0,6,0,0
"RP11-231P20.2",2,0,1,2,0,0,0,1
"RP11-231P20.6",0,0,0,0,0,0,0,0
"CEP85",1822,1530,1574,1799,1311,1733,1810,1479
"RP11-231P20.5",12,1,3,6,2,5,3,2
"SH3BGRL3",39588,22782,34543,24103,13828,17785,19188,15451
"UBXN11",695,624,573,651,604,678,742,531
"CD52",16584,22370,14180,23020,7847,8311,8754,8158
"CRYBG2",68,38,76,33,28,85,79,25
"RP11-569G9.7",0,0,0,2,2,0,0,0
"ZNF683",41,7,49,9,5,176,217,5
"LIN28A",0,0,0,0,0,0,3,0
"DHDDS",1799,1518,1495,1785,1219,1360,1388,1506
"RP3-476K8.4",3,1,1,1,6,7,10,0
"RP3-476K8.3",8,6,4,1,5,6,8,6
"HMGN2",13931,15522,12143,15491,9913,12834,14293,10949
"RP11-492M19.1",0,0,0,0,0,0,0,0
"RPS6KA1",8851,10819,7602,12057,7855,6788,7581,8804
"MIR1976",0,0,0,0,0,0,0,0
"RN7SL679P",0,0,0,0,0,0,0,0
"RNU7-29P",0,0,0,0,0,0,0,0
"RP11-492M19.3",0,0,0,0,0,0,0,0
"RF01210",1,4,2,2,5,3,10,0
"RP4-785J1.1",0,0,0,0,0,0,0,0
"RP5-968P14.2",27,18,9,11,22,17,28,13
"ARID1A",11612,9968,9672,11108,11300,10281,11244,12683
"PIGV",936,1413,702,1524,939,722,807,1078
"RN7SL165P",2,3,1,7,1,4,2,4
"ZDHHC18",5797,4359,4913,4695,4393,4398,4955,4770
"SFN",8,9,8,3,4,7,2,5
"RP1-50O24.6",0,0,0,0,0,0,0,0
"GPN2",1572,1568,1292,1677,1561,1429,1649,1793
"GPATCH3",1114,1100,903,1138,965,737,768,919
"NUDC",5765,5118,5015,5045,4115,4648,5132,4721
"NR0B2",1,2,0,1,0,3,0,0
"KDF1",1,6,9,6,5,1,7,15
"RP11-344H11.4",1,3,1,1,1,2,1,1
"RP11-344H11.5",0,0,0,0,0,0,0,0
"RP11-344H11.6",0,0,0,0,0,0,0,0
"TRNP1",6,3,2,4,5,0,3,0
"FAM46B",0,0,0,1,0,0,0,0
"SLC9A1",1922,1328,1652,1537,1303,1456,1515,1289
"RP11-40H20.5",0,0,0,0,0,0,0,0
"RP11-40H20.1",1,3,4,1,3,3,1,1
"RP11-40H20.2",16,26,7,20,30,7,17,20
"RP11-40H20.3",0,0,0,0,0,0,0,0
"RP11-40H20.4",0,0,0,0,0,0,0,0
"WDTC1",4354,4363,3854,4649,3555,2892,3209,3725
"RP11-4K3__A.3",3,11,2,8,3,5,10,2
"TMEM222",2104,1608,1711,1769,1478,1567,1662,1625
"RNU6-48P",6,7,3,2,5,6,3,2
"RP11-4K3__A.5",32,10,22,14,28,54,33,15
"SYTL1",3633,3154,2944,3241,2752,3310,3398,2968
"MAP3K6",172,91,141,80,77,121,115,48
"FCN3",1,0,2,0,0,2,1,0
"CD164L2",0,1,2,0,0,0,0,0
"RP1-144C9.2",0,0,0,0,0,0,0,0
"GPR3",53,21,64,24,20,68,91,30
"WASF2",10306,12728,8941,13973,11157,9385,9685,12974
"RP4-752I6.1",1,0,1,0,0,1,0,1
"RP1-159A19.4",2,36,6,21,13,11,23,25
"AHDC1",1622,1135,1364,1143,1342,1475,1455,1391
"FGR",97,6,84,15,10,31,74,7
"RP1-159A19.3",31,26,17,29,17,19,20,23
"RP11-288L9.1",10,7,10,18,4,3,5,7
"IFI6",24524,9003,21792,8377,4253,6547,7575,5415
"RP11-288L9.4",43,4,41,21,10,35,32,30
"RNU6-949P",0,0,0,0,0,0,0,0
"RP11-288L9.3",0,0,2,0,0,0,0,0
"RNU6-424P",0,0,0,0,0,0,0,0
"FAM76A",1092,1027,865,1021,974,856,916,1117
"RP3-426I6.2",9,9,1,3,2,6,4,9
"RP3-426I6.3",0,0,0,0,0,0,2,0
"STX12",2600,1984,2169,2124,1574,1670,1724,1780
"RP3-426I6.5",10,7,7,2,5,5,16,4
"RP3-426I6.6",10,7,4,4,6,11,8,8
"RNU6-1245P",0,2,0,0,0,0,0,0
"PPP1R8",3831,3905,3230,4060,3160,2897,2985,3358
"SCARNA1",1,3,0,1,1,0,3,6
"THEMIS2",1024,1857,824,1923,888,584,603,909
"RPA2",4218,4923,3569,5297,2821,3057,3193,3257
"SMPDL3B",25,56,27,40,21,9,11,17
"RP11-460I13.2",0,0,0,0,0,0,0,1
"XKR8",376,366,378,391,337,294,323,316
"EYA3",1656,1485,1317,1572,1530,1565,1678,1727
"RP11-460I13.6",2,6,7,8,5,9,5,9
"RN7SL559P",1,0,1,0,3,2,0,0
"RP5-1053E7.1",23,19,15,31,26,12,23,24
"RP5-1053E7.2",0,0,0,0,0,0,0,0
"RP5-1053E7.3",2,0,0,0,0,0,0,0
"RNU6-176P",0,0,0,1,0,0,0,0
"PTAFR",21,12,16,23,27,37,22,19
"DNAJC8",6428,6622,5605,6820,4929,4639,4888,5583
"ATPIF1",4153,3728,3529,4014,2817,3131,3231,3002
"RP5-1092A3.4",25,19,24,14,32,50,50,26
"RP5-1092A3.5",0,3,0,1,3,6,1,1
"SESN2",1934,925,1735,964,859,1470,1542,988
"MED18",830,894,561,880,661,617,614,740
"PHACTR4",2574,2269,1964,2575,2292,2235,2458,2458
"RP1-308E4.1",0,0,0,0,0,0,0,0
"RNU6ATAC27P",1,0,0,0,0,0,0,0
"RCC1",2116,2649,1658,2719,2173,2254,2455,2420
"SNHG3",1405,822,1122,894,1388,1699,1860,1452
"SNORA73A",0,0,0,0,0,0,0,0
"SNORA73B",49,83,31,84,89,48,37,81
"RP4-669K10.3",1,1,0,5,6,2,2,2
"RP4-669K10.8",31,34,28,44,41,39,91,67
"TRNAU1AP",1789,1291,1459,1254,1011,1331,1506,1162
"SNHG12",1426,570,1000,597,1136,1856,1881,1154
"SNORD99",48,11,37,10,21,37,43,24
"SNORA61",0,0,0,0,0,0,0,0
"SNORA44",0,0,0,0,0,0,0,0
"SNORA16A",0,0,0,0,0,0,0,0
"TAF12",1858,2187,1534,2253,1543,1305,1450,1771
"RAB42",4,2,9,2,5,4,2,9
"RP11-442N24__B.1",10,4,1,6,6,12,5,4
"RNU11",4,0,3,5,1,7,2,3
"GMEB1",1806,1684,1527,1970,1498,1419,1626,1690
"RF00422",13,8,4,3,9,4,6,13
"YTHDF2",4938,5186,4325,5404,4291,3856,4082,4743
"OPRD1",9,6,8,16,4,8,9,8
"RP1-212P9.3",0,4,0,2,2,1,0,1
"EPB41",10167,17391,8118,18811,11163,7794,8335,12934
"RP4-604A21.1",1,4,0,1,6,1,5,2
"RF00017",237,104,169,157,178,256,313,236
"TMEM200B",0,2,0,0,2,1,1,0
"RP11-242O24.3",0,0,2,0,0,0,0,0
"SRSF4",7446,5618,5900,6075,5040,6263,6633,5912
"RF02271",37,33,51,34,27,57,52,29
"MECR",626,534,514,607,520,529,578,537
"RP11-467D18.2",4,3,4,4,2,2,1,7
"PTPRU",4,4,6,6,3,5,5,7
"RP3-437I16.1",0,0,0,0,0,0,0,0
"RP11-810H18.1",0,0,0,0,0,0,0,0
"RP4-656G21.1",0,0,0,0,0,0,0,0
"RP11-179G8.2",0,0,0,0,0,0,0,0
"RP11-179G8.1",0,0,0,0,0,0,0,0
"RP11-111I12.1",0,0,0,0,0,0,0,0
"RP5-893G23.1",0,0,0,0,0,0,0,0
"RP3-357I16.1",0,0,0,0,0,0,0,0
"RP4-591L5.1",0,0,0,0,0,0,0,0
"RP4-591L5.2",0,0,0,0,0,0,0,0
"MATN1",12,10,11,11,23,21,18,36
"RP5-1166H10.2",82,122,80,151,118,123,90,126
"LAPTM5",67604,69104,57168,72773,39974,35133,37386,44061
"MIR4420",12,6,15,7,7,4,10,9
"RP5-1125N11.1",0,0,0,0,0,0,0,0
"RP5-1125N11.2",0,0,0,0,0,0,0,0
"RN7SKP91",0,0,0,0,0,0,0,0
"RP1-65J11.5",0,0,0,0,0,0,0,0
"SDC3",55,36,48,31,21,21,24,23
"RN7SL371P",0,0,0,0,0,0,0,0
"PUM1",5287,6369,4298,6833,5604,4613,4881,6161
"RP11-201O14.1",4,1,2,1,0,0,2,1
"RP11-201O14.2",0,0,0,0,0,0,0,3
"SEPW1P",0,0,0,0,0,0,0,0
"RP11-490K7.1",0,0,0,0,0,0,0,0
"NKAIN1",5,2,1,3,1,2,6,0
"SNRNP40",2369,2904,1986,3180,2230,2053,2271,2535
"RP11-490K7.4",24,11,17,11,20,26,26,38
"ZCCHC17",1218,1226,1010,1258,808,798,928,963
"RP11-266K22.2",0,0,0,0,0,3,2,5
"FABP3",32,25,33,27,27,24,21,30
"SERINC2",31,1,38,2,7,5,9,5
"RP11-439L8.2",0,0,0,0,0,0,0,0
"RNU6-40P",0,0,0,0,0,0,0,0
"RP11-439L8.3",2,0,0,0,0,0,0,0
"RP11-73M7.10",0,0,1,0,0,4,0,0
"RP11-73M7.1",0,0,1,0,0,0,0,0
"TINAGL1",0,0,0,0,0,0,0,0
"HCRTR1",9,3,7,7,5,7,1,2
"PEF1",4540,3880,3826,4066,3260,3105,3477,3564
"RP11-73M7.6",14,5,11,12,6,13,9,5
"RP11-73M7.9",0,1,6,1,1,3,5,5
"COL16A1",11,4,2,4,3,2,2,1
"ADGRB2",6,9,9,4,4,0,3,1
"MIR4254",0,0,0,0,0,0,0,0
"RP11-84A19.3",0,0,0,0,0,0,0,0
"SPOCD1",4,0,0,0,4,0,0,1
"RP11-84A19.2",0,0,1,0,0,0,0,1
"RP11-84A19.4",27,7,20,8,16,21,27,33
"PTP4A2",18390,21935,15574,24193,15025,13042,13559,16817
"RP4-534N18.2",8,2,8,9,12,11,19,26
"RP4-534N18.4",0,0,0,0,0,1,0,0
"KHDRBS1",12070,15115,10179,15791,11392,9792,10083,12701
"RP11-277A4.4",4,4,0,3,6,5,6,13
"TMEM39B",764,1035,798,959,897,725,809,1015
"MIR5585",1,0,0,0,0,0,0,0
"KPNA6",4270,4116,3420,4670,6703,4409,4567,7870
"RP4-622L5.2",0,0,0,0,0,0,0,0
"TXLNA",5058,4142,3942,4568,4206,4276,4564,4675
"CCDC28B",824,788,676,820,960,933,1042,943
"RP4-622L5.7",5,3,0,4,2,6,6,2
"IQCC",111,137,94,175,135,106,131,130
"DCDC2B",3,3,3,1,4,6,18,1
"TMEM234",229,144,209,194,140,206,191,194
"EIF3I",13021,11036,10857,11872,8916,8400,9083,9557
"MTMR9L",57,21,44,28,34,48,60,22
"FAM167B",7,7,10,4,5,14,12,12
"LCK",29397,30348,25171,31932,22143,19905,21612,23951
"HDAC1",8114,8542,6642,9234,8261,8083,8633,9220
"MARCKSL1",1106,1131,893,1099,677,647,671,755
"RP4-811H24.9",0,0,0,0,0,1,0,1
"TSSK3",5,3,7,2,6,4,9,6
"FAM229A",72,54,51,54,87,106,104,94
"BSDC1",5145,3541,4267,4007,3401,3330,3518,3522
"RP11-395N6.1",0,0,0,0,0,0,0,0
"RP11-395N6.4",0,0,0,0,0,0,0,0
"RP11-395N6.2",0,0,0,0,0,0,0,0
"RN7SL122P",0,0,0,0,0,0,0,0
"RP1-27O5.3",0,0,0,0,0,0,0,0
"ZBTB8B",0,0,0,0,2,0,0,0
"ZBTB8A",6,6,2,2,3,7,6,4
"ZBTB8OS",1062,1014,914,1130,840,936,973,1026
"RBBP4",6347,10466,5206,11014,7386,5866,6108,8480
"SYNC",0,0,0,0,0,0,0,0
"RP11-114B7.6",0,0,2,0,0,0,0,0
"KIAA1522",113,13,87,21,35,38,52,34
"YARS",12750,9322,10592,10034,8386,9739,10768,9826
"S100PBP",2027,1946,1742,2238,2027,1709,2002,2233
"FNDC5",0,3,7,11,5,10,13,7
"HPCA",0,0,1,1,1,0,2,0
"TMEM54",2,2,2,0,3,11,7,2
"RNF19B",8362,5294,6743,5383,12833,14097,15440,13861
"RP5-1174N9.2",0,1,4,0,3,2,3,3
"RP4-803A2.1",0,2,2,1,18,11,13,8
"RP4-803A2.2",0,2,1,2,11,8,10,9
"RP1-117O3.2",1,0,1,0,0,6,1,2
"AK2",7207,7635,6168,8034,6097,6311,6771,6864
"AZIN2",314,213,201,220,167,322,283,191
"RP11-131M11.2",37,61,28,65,43,33,26,47
"TRIM62",1030,1390,884,1408,1033,864,943,1219
