"","7486_3","7486_4","7486_5","7486_6","7486_7","7486_8","7486_9","7486_10"
"RP11-276H7.2",0,0,0,2,1,0,0,0
"RP11-276H7.3",0,0,0,0,0,0,0,1
"RP4-733M16.2",0,0,0,0,0,0,0,0
"ARHGEF19",603,415,571,522,664,352,778,479
"ANO7P1",24,21,16,13,23,19,12,21
"RSG1",133,67,102,114,138,111,150,141
"MTL1",5,13,3,4,7,6,3,6
"FBXO42",1476,1213,1289,1401,1510,1591,1698,2025
"SZRD1",5214,5268,4952,6433,4567,5239,4988,7038
"RP11-430L17.1",2,4,4,5,4,2,5,7
"SPATA21",6,6,10,2,8,6,3,9
"NECAP2",10607,6956,9387,8042,10865,7163,11577,9751
"RP4-798A10.2",94,66,107,67,127,95,136,95
"CROCCP3",475,296,471,409,536,377,606,479
"RNU1-1",0,0,0,0,0,0,0,0
"RP4-798A10.7",5,5,7,7,5,3,4,14
"RP4-798A10.4",0,0,0,0,0,0,0,0
"RP5-875O13.1",1,0,0,2,0,0,0,2
"RNU1-6P",0,0,0,0,0,0,0,0
"RP5-875O13.6",0,0,0,0,0,0,0,0
"NBPF1",269,309,267,346,417,496,436,638
"RP5-1182A14.5",10,4,2,7,5,2,13,4
"CROCCP2",7337,5241,6692,6178,7496,5530,7798,7341
"RP5-1182A14.8",0,0,0,0,0,0,0,0
"MST1P2",159,86,141,148,83,68,98,106
"RP1-163M9.8",0,0,0,0,0,0,0,0
"RNU1-3",0,0,0,0,0,0,0,0
"RP5-875O13.7",0,0,0,1,0,0,1,0
"EIF1AP1",1,0,6,1,7,2,2,5
"ESPNP",2,0,3,3,0,1,5,4
"RP1-163M9.7",0,0,0,0,0,0,0,0
"RP5-1182A14.7",0,0,0,0,0,0,0,0
"CROCC",3849,2482,3264,2884,3605,2452,3982,3480
"RP1-163M9.5",0,0,0,0,0,0,0,0
"RNU1-4",0,0,0,0,0,0,0,0
"MST1L",66,71,52,92,66,50,57,69
"RP11-108M9.1",0,0,0,0,0,0,0,0
"RP11-108M9.2",0,0,0,0,0,0,0,0
"MIR3675",0,0,0,0,0,0,0,0
"RP11-108M9.3",0,1,1,3,4,2,5,6
"RNU1-5P",0,0,0,0,0,0,0,0
"RP11-108M9.4",4,1,4,1,1,3,1,0
"RP11-108M9.5",4,0,1,3,0,0,3,0
"RNU1-2",0,0,0,0,1,1,0,2
"RP11-108M9.6",8,3,6,4,7,9,6,12
"MFAP2",4,0,1,0,1,0,3,2
"RP1-37C10.3",3,2,0,1,2,2,1,3
"ATP13A2",3529,3470,3033,4056,3763,3979,4038,5662
"SDHB",2078,1794,1937,2188,2054,1686,2098,2270
"PADI2",2,5,1,0,0,0,0,0
"RP11-380J14.1",0,0,0,0,0,0,0,0
"RP11-380J14.4",0,0,0,0,0,0,0,0
"PADI1",0,0,1,0,0,0,0,0
"PADI3",0,0,0,0,0,0,0,0
"MIR3972",0,0,0,0,0,0,0,0
"PADI4",89,40,88,51,56,13,72,31
"PADI6",1,0,0,0,0,1,0,0
"RP1-20B21.4",0,0,0,0,0,0,0,0
"RCC2",5949,4748,5252,5647,6046,3781,6569,5180
"ARHGEF10L",2,0,2,2,0,4,0,1
"RP11-473A10.2",0,0,0,0,0,0,0,0
"ACTL8",0,0,0,0,2,0,0,0
"RP11-658E23.1",0,0,1,0,0,0,0,0
"RP11-174G17.2",0,0,0,0,0,0,0,0
"IGSF21",0,0,2,0,1,0,0,0
"RP11-174G17.3",0,0,0,0,0,0,0,0
"RP11-174G17",0,0,0,0,0,0,0,0
"RP11-422P22.1",0,0,0,0,0,0,0,0
"KLHDC7A",0,0,0,0,0,0,0,0
"RP1-8B22.1",0,0,0,0,0,0,0,0
"RP1-8B22.2",0,0,0,0,0,0,0,0
"PAX7",0,0,0,0,0,0,0,0
"TAS1R2",0,1,0,1,1,0,0,0
"RP13-279N23.2",0,1,1,1,0,1,0,0
"ALDH4A1",207,258,173,242,142,203,170,306
"MIR4695",0,0,0,0,0,0,0,0
"MIR1290",1,0,0,0,0,0,0,3
"IFFO2",1613,2081,1457,2544,1385,1918,1445,2596
"RP5-1126H10.2",38,51,41,103,50,60,40,74
"UBR4",17494,11569,15456,12947,20636,14857,21658,18724
"RP1-43E13.2",18,12,33,24,27,22,27,27
"EMC1",2352,2289,2251,2584,2411,1896,2595,2637
"MRTO4",2179,2831,2045,3226,1687,1193,1726,1620
"AKR7L",43,26,31,31,18,23,22,44
"AKR7A3",61,37,52,45,52,29,41,38
"RP4-657E11.10",29,25,36,28,43,28,60,59
"AKR7A2",1391,1064,1205,1209,1144,727,1251,1080
"RNU6-1099P",2,0,1,1,3,4,3,0
"PQLC2",449,497,470,637,492,499,550,717
"CAPZB",12368,7336,11263,8359,12425,8782,13948,11491
"RN7SL277P",5,0,4,3,5,1,3,3
"RNU4-28P",0,0,0,0,0,0,0,0
"RP5-1056L3.1",1,0,2,0,0,0,3,0
"MINOS1",444,415,410,473,385,392,420,545
"NBL1",1178,996,1088,1164,1152,888,1289,1133
"MINOS1-NBL1",0,0,0,0,0,0,0,0
"RP5-1056L3.3",157,121,164,109,143,84,151,99
"HTR6",5,1,7,6,1,7,1,8
"TMCO4",1370,1178,1202,1369,1055,792,1116,1064
"RNF186",1,0,0,1,0,0,1,0
"RP11-91K11.2",0,0,1,0,0,0,0,0
"OTUD3",1948,1686,1841,2021,1800,1504,1829,2229
"PLA2G2E",0,0,0,0,0,2,0,0
"RN7SL304P",0,0,0,0,0,0,0,0
"PLA2G2A",0,0,0,0,0,0,0,0
"PLA2G5",0,0,0,0,0,0,0,0
"PLA2G2D",1,0,0,1,1,0,0,1
"PLA2G2F",2,0,0,0,0,0,0,0
"RP3-340N1.2",0,0,0,1,0,0,0,0
"PLA2G2C",6,14,7,7,4,2,2,3
"RP3-340N1.5",37,60,36,91,22,39,16,34
"UBXN10",27,40,22,56,29,58,21,56
"RP3-340N1.6",0,0,0,0,0,0,0,0
"RP3-340N1.7",0,0,0,0,0,0,0,0
"VWA5B1",12,2,7,5,2,1,1,8
"RP4-745E8.2",7,1,2,3,3,2,6,5
"RP4-749H3.1",0,0,0,0,0,0,0,0
"RP4-749H3.2",0,0,0,0,0,0,0,0
"RP4-749H3.4",0,0,0,0,0,0,0,0
"RP4-749H3.3",0,0,0,0,0,0,0,0
"CAMK2N1",131,113,131,129,155,235,145,306
"MUL1",1092,953,1010,1132,1044,1109,1202,1382
"RP11-401M16.3",0,0,0,0,0,1,0,0
"FAM43B",0,0,0,0,0,0,0,0
"CDA",0,0,1,1,0,2,0,0
"PINK1",297,130,256,167,458,306,467,356
"MIR6084",0,0,0,0,0,0,0,0
"RP11-401M16.7",248,191,203,226,265,235,310,248
"DDOST",4813,3599,4406,4039,4654,3138,5005,4232
"KIF17",0,0,0,0,2,7,0,3
"RP5-930J4.5",0,0,0,0,0,0,0,0
"SH2D5",9,5,6,7,0,16,0,18
"RP5-930J4.2",0,0,0,0,0,0,0,0
"HP1BP3",14312,10676,13109,12932,18075,16270,18332,20388
"EIF4G3",2887,3247,2594,3712,2832,3580,2854,4536
"RNU7-200P",0,1,0,0,0,0,0,0
"MIR1256",0,1,0,0,0,0,0,0
"RP11-487E1.1",0,0,0,0,0,0,0,9
"RP11-487E1.2",0,1,0,0,1,1,1,2
"RP11-628K18.1",0,0,1,1,0,1,2,0
"ECE1",5755,4615,5330,5278,6674,6016,7199,8151
"RP3-329E20.2",0,0,1,0,1,0,6,5
"RP5-1071N3.1",180,81,137,94,172,98,214,132
"RP11-560O15.1",1,0,1,0,1,0,1,0
"RP11-293F5.8",0,0,0,0,0,0,0,0
"RP11-293F5.1",0,0,0,0,0,0,0,0
"RP11-293F5.2",36,21,33,34,53,27,59,52
"HS6ST1P",0,0,0,0,0,0,0,1
"RP11-293F5.4",0,0,0,0,0,0,0,0
"NBPF3",369,243,365,299,628,473,701,610
"RP11-293F5.6",0,0,0,0,0,0,0,0
"ALPL",0,0,4,0,0,0,0,0
"RP11-63N8.3",0,0,0,0,0,0,0,0
"RAP1GAP",8,18,23,23,7,21,5,18
"USP48",5168,3569,4742,4226,5582,3893,6271,5021
"RP11-132G19.3",0,0,0,0,0,0,0,0
"LDLRAD2",3,2,1,2,2,0,3,0
"HSPG2",321,405,338,494,398,148,409,188
"RP11-26H16.1",0,0,0,0,0,0,0,0
"RP11-26H16.4",11,2,10,2,12,2,17,1
"CELA3B",0,0,0,0,0,0,0,0
"RN7SL386P",0,0,0,0,0,0,0,0
"RNU6-1022P",0,0,0,0,0,0,0,0
"CELA3A",1,0,0,0,0,0,0,0
"RN7SL186P",0,0,0,0,0,0,0,0
"RNU6-776P",0,0,0,0,0,0,0,0
"RP1-224A6.3",0,4,0,1,2,5,2,0
"RP1-224A6.4",546,281,500,409,421,242,520,396
"CDC42",10751,7916,9986,9574,11748,9921,12971,12845
"RP1-224A6.6",11,5,13,10,13,0,20,5
"RP1-224A6.8",4,4,6,1,8,2,8,6
"RP1-224A6.9",19,6,10,10,5,5,13,13
"WNT4",44,31,40,50,47,24,26,44
"MIR4418",0,0,1,0,0,0,0,0
"RP11-415K20.1",0,0,0,0,0,0,0,0
"RP11-415K20.2",0,0,0,0,0,0,0,0
"ZBTB40",11359,8394,9909,9250,10649,9816,11218,13413
"RP1-61A9.4",27,18,31,26,39,26,37,33
"EPHA8",4,6,1,0,6,2,1,2
"MIR6127",0,0,0,0,0,0,0,0
"C1QA",1,0,0,0,0,0,0,0
"C1QC",1,0,0,0,0,0,0,0
"C1QB",1,0,0,0,0,0,0,0
"EPHB2",0,0,3,4,5,3,0,1
"MIR4684",0,0,0,0,0,0,0,0
"RP11-69E9.1",0,0,0,0,0,0,0,0
"MIR4253",0,0,0,0,0,0,0,0
"LACTBL1",0,0,0,0,0,0,0,0
"C1orf234",1,0,2,0,0,0,1,1
"KDM1A",3603,3213,3212,3705,3810,3083,4056,4116
"RP1-184J9.2",3,3,0,1,2,0,0,0
"MIR3115",0,0,0,0,0,0,0,0
"MIR4419A",0,0,0,0,0,0,0,1
"LUZP1",959,805,975,979,1417,1501,1322,1840
"RP5-979D14.1",2,0,0,0,2,2,0,1
"RNU6-514P",0,0,0,0,0,0,0,0
"RNU6-135P",0,0,0,0,0,0,0,0
"HTR1D",1,1,0,0,0,0,0,1
"RP5-1057J7.1",0,0,0,0,0,0,0,0
"RP5-1057J7.6",1389,836,1196,1050,993,569,1078,722
"RP5-1057J7.8",6,8,9,13,12,8,20,16
"HNRNPR",6680,5924,6314,7128,7041,5360,7166,6929
"ZNF436",632,415,558,490,773,563,747,786
"C1orf213",269,220,228,253,289,197,309,273
"RP5-1057J7.7",20,20,15,35,24,16,21,18
"TCEA3",1762,1227,1607,1427,2473,1405,2693,1936
"RP4-654C18.1",1,0,0,0,1,1,0,0
"ASAP3",15,14,16,12,33,24,29,33
"E2F2",421,125,445,173,878,369,978,471
"RP1-150O5.3",6,5,6,3,7,5,11,3
"ID3",387,126,353,143,537,272,561,353
"MDS2",61,5,39,10,33,0,51,16
"RP11-223J15.2",0,0,0,0,0,0,0,0
"RPL11",55750,41337,49049,45665,50875,27989,56134,38498
"ELOA",1922,1654,1652,1881,1854,1732,2004,2267
"RP5-886K2.3",99,48,65,53,78,39,72,55
"PITHD1",1981,1724,1723,1951,2005,1786,2108,2235
"LYPLA2",4291,3791,3812,4481,3547,3497,3847,4633
"GALE",499,660,423,753,350,359,339,503
"HMGCL",1266,856,1104,1023,1022,796,1226,1118
"FUCA1",532,505,506,602,526,453,679,655
"CNR2",149,33,133,33,59,15,105,22
"RP11-4M23.2",1,5,7,0,3,0,7,0
"RP11-4M23.3",0,0,1,3,0,1,1,0
"MIR378F",0,0,0,0,0,0,0,0
"RP11-4M23.4",1,0,1,0,0,1,0,0
"PNRC2",3066,1709,2885,2186,3292,1786,3425,2323
"SRSF10",11168,10361,10465,12506,10903,8826,11521,11435
"RP11-4M23.7",0,0,0,0,0,0,0,0
"RP11-293P20.2",0,0,1,0,0,0,0,0
"MYOM3",0,1,0,0,0,2,0,0
"RP11-293P20.4",0,0,0,0,0,0,0,0
"IL22RA1",3,3,0,0,0,2,0,0
"IFNLR1",318,585,260,696,284,1113,281,1317
"RP11-10N16.2",2,6,0,0,0,0,0,3
"RP11-10N16.3",0,0,0,0,0,0,0,0
"GRHL3",2,2,3,5,2,2,1,4
"STPG1",199,146,199,209,188,234,222,285
"NIPAL3",2463,1539,2250,1886,3604,2447,3687,3142
"RCAN3",7213,3963,6909,4781,10909,6384,11508,8299
"RP4-594I10.3",0,0,0,0,0,0,0,0
"NCMAP",12,9,0,17,4,13,7,23
"RP11-496D1.2",0,0,0,0,0,0,0,0
"SRRM1",8919,5653,8048,6621,10045,6630,10664,8744
"RP11-373M8.2",0,0,0,0,0,0,0,0
"CLIC4",102,173,116,273,222,410,211,500
"RNU6-1208P",0,0,0,0,0,0,0,0
"RUNX3",11203,13353,10054,15972,10636,11349,11005,14449
"MIR6731",8,5,6,10,5,3,5,12
"RP11-84D1.1",31,24,28,18,22,34,27,46
"RP11-84D1.2",34,4,36,6,22,1,23,9
"MIR4425",1,3,0,2,0,0,0,0
"RP4-799D16.1",3,10,7,9,1,0,0,0
"RP4-781L3.1",0,0,0,0,0,0,0,0
"RP4-706G24.1",0,0,0,2,0,0,0,0
"SYF2",3174,1998,2859,2399,3494,2354,3740,3103
"RP3-465N24.7",189,131,162,133,150,117,190,138
"RP3-465N24.8",18,9,16,7,19,9,30,17
"RSRP1",15796,8674,14017,10465,13795,8184,14629,10333
"RP3-465N24.6",23,7,13,10,15,9,15,18
"RP3-465N24.5",84,35,77,63,123,66,123,68
"RHD",86,59,73,36,71,34,46,37
"RP11-335G20.1",7,7,14,4,5,2,13,3
"RP11-335G20.7",54,30,55,52,70,33,61,48
"TMEM50A",6497,5388,5805,6376,6596,6405,6847,8122
"RHCE",16,6,12,15,15,14,17,10
"RP3-469D22.1",0,1,2,0,0,1,0,1
"TMEM57",2118,1683,2005,1989,2616,2037,2797,2763
"LDLRAP1",3735,1518,3123,1719,5828,2782,6349,3715
"RP11-70P17.1",12,11,9,8,24,25,34,44
"MAN1C1",4373,5049,4058,6245,4360,5207,4872,7188
"RP1-187B23.1",78,77,83,62,40,48,56,78
"SEPN1",1182,1199,1157,1588,1164,1374,1220,1773
"RP1-317E23.6",0,0,0,0,0,0,0,0
"RP1-317E23.3",41,25,26,40,27,15,41,31
"MTFR1L",2314,2165,2181,2587,1920,1573,2136,2252
"RP1-317E23.7",0,0,0,0,0,0,0,0
"AUNIP",40,24,48,44,43,19,31,27
"RP1-125I3.2",2,2,3,1,2,2,0,2
"PAQR7",307,402,243,484,235,166,221,235
"STMN1",2697,1201,2586,1431,2189,795,2328,1247
"RP1-125I3.7",1,0,0,0,0,0,1,0
"RP1-125I3.4",1,0,1,0,0,0,1,0
"MIR3917",0,0,0,0,0,0,0,0
"PAFAH2",1694,830,1563,945,1935,1206,2180,1548
"RNU6-110P",0,3,0,0,1,0,0,0
"RF00492",0,0,0,0,0,0,0,0
"RF00283",0,0,0,0,0,0,0,0
"EXTL1",1,9,2,0,0,0,1,1
"SLC30A2",0,0,1,0,0,0,0,0
"RP11-96L14.9",0,0,1,0,0,0,0,0
"TRIM63",1,0,5,0,0,2,2,5
"PDIK1L",739,573,774,662,908,643,874,786
"FAM110D",0,2,1,1,1,0,0,3
"RP11-96L14.8",0,0,0,0,0,0,0,0
"RP11-96L14.7",18,13,27,18,13,9,17,27
"ZNF593",2,0,1,0,2,1,3,1
"CNKSR1",527,379,495,414,453,432,465,600
"CATSPER4",1,5,1,4,0,6,2,4
"RP11-231P20.2",8,2,4,7,5,4,5,5
"RP11-231P20.6",0,0,0,0,0,0,1,0
"CEP85",2239,2096,1986,2199,2438,2353,2547,3012
"RP11-231P20.5",2,2,2,3,5,3,1,2
"SH3BGRL3",17194,11107,14998,12883,16054,13404,16829,18374
"UBXN11",2398,704,2046,813,1963,717,2139,1074
"CD52",11885,4068,10529,4439,12108,4933,12918,6673
"CRYBG2",121,37,91,63,120,70,129,81
"RP11-569G9.7",4,3,2,1,4,6,4,4
"ZNF683",132,0,94,0,153,0,156,2
"LIN28A",2,2,5,3,1,1,1,3
"DHDDS",2482,2089,2240,2482,2686,2450,3009,3408
"RP3-476K8.4",15,5,19,3,5,12,10,10
"RP3-476K8.3",20,6,16,17,24,8,23,21
"HMGN2",6248,4077,6000,5149,6702,5147,7329,6714
"RP11-492M19.1",0,0,3,0,1,0,0,1
"RPS6KA1",8414,5269,7629,6046,10118,6185,10527,8162
"MIR1976",2,0,0,0,0,0,0,0
"RN7SL679P",0,0,0,0,0,0,0,0
"RNU7-29P",0,0,0,0,0,0,0,0
"RP11-492M19.3",0,0,0,0,0,0,0,0
"RF01210",15,8,15,14,8,7,11,10
"RP4-785J1.1",0,0,0,0,0,0,0,0
"RP5-968P14.2",21,23,32,41,28,14,19,18
"ARID1A",8944,7333,8281,8853,10179,9310,10362,12092
"PIGV",984,672,942,790,1413,721,1438,984
"RN7SL165P",9,1,8,4,4,2,12,3
"ZDHHC18",5512,5660,5057,6779,5009,4598,5314,6257
"SFN",33,27,23,24,24,38,18,43
"RP1-50O24.6",0,0,0,0,0,0,0,0
"GPN2",2379,2184,2258,2495,2512,2439,2807,3194
"GPATCH3",773,561,696,569,754,555,880,803
"NUDC",4295,4198,3677,4869,3548,3199,3812,4118
"NR0B2",2,0,6,1,2,0,4,3
"KDF1",3,4,4,2,1,1,1,0
"RP11-344H11.4",1,0,1,4,1,1,1,0
"RP11-344H11.5",0,0,0,0,0,0,0,0
"RP11-344H11.6",0,0,0,0,0,0,0,0
"TRNP1",1,1,1,7,2,6,0,0
"FAM46B",0,0,0,1,0,1,0,0
"SLC9A1",1587,1211,1381,1423,1501,1221,1552,1706
"RP11-40H20.5",0,0,0,0,0,0,0,0
"RP11-40H20.1",0,1,0,0,0,1,1,1
"RP11-40H20.2",23,11,24,22,19,16,20,12
"RP11-40H20.3",0,0,0,0,0,0,0,0
"RP11-40H20.4",0,0,0,0,0,0,0,0
"WDTC1",3458,2191,3170,2439,4073,2978,4320,3987
"RP11-4K3__A.3",13,12,11,12,15,16,15,18
"TMEM222",2791,2305,2405,2460,2371,2165,2570,2900
"RNU6-48P",2,3,2,8,11,11,8,13
"RP11-4K3__A.5",33,38,23,43,69,59,50,64
"SYTL1",11488,5511,10114,6553,12821,7181,13646,9724
"MAP3K6",254,350,212,424,155,159,180,219
"FCN3",1,0,1,0,0,0,0,0
"CD164L2",0,1,0,0,0,2,0,0
"RP1-144C9.2",0,0,0,0,0,0,0,0
"GPR3",57,52,44,73,34,35,41,64
"WASF2",6725,4122,6002,4779,9291,6677,9827,8559
"RP4-752I6.1",1,0,0,2,0,1,0,0
"RP1-159A19.4",171,75,149,51,134,50,134,59
"AHDC1",1497,1015,1282,1272,1660,1882,1741,2566
"FGR",7,16,15,16,20,14,17,19
"RP1-159A19.3",12,18,21,8,18,9,21,19
"RP11-288L9.1",2,1,3,3,3,1,1,2
"IFI6",3270,3082,2541,3186,745,843,938,1223
"RP11-288L9.4",83,98,80,83,22,34,28,59
"RNU6-949P",0,0,0,0,0,0,0,0
"RP11-288L9.3",0,0,0,0,0,0,0,0
"RNU6-424P",0,0,0,0,0,0,0,0
"FAM76A",958,781,830,974,967,1058,1105,1407
"RP3-426I6.2",1,8,5,17,2,10,1,15
"RP3-426I6.3",2,4,0,0,1,1,0,1
"STX12",1972,1771,1753,2153,1930,2306,1933,3220
"RP3-426I6.5",9,10,2,12,9,11,8,11
"RP3-426I6.6",12,17,20,15,16,9,9,18
"RNU6-1245P",0,0,0,1,1,2,0,1
"PPP1R8",2222,1901,2240,2123,2627,2039,2748,2663
"SCARNA1",0,1,4,3,3,4,2,2
"THEMIS2",3990,1405,3495,1728,5305,2562,5767,3545
"RPA2",3118,2372,2719,3009,3607,3029,3788,3731
"SMPDL3B",24,24,18,24,15,18,25,20
"RP11-460I13.2",1,0,0,0,0,0,0,0
"XKR8",715,471,628,596,807,672,842,817
"EYA3",2076,1977,1897,2453,2353,2249,2541,3035
"RP11-460I13.6",7,5,11,20,4,3,5,10
"RN7SL559P",2,1,3,0,7,3,9,6
"RP5-1053E7.1",5,7,3,3,9,5,5,8
"RP5-1053E7.2",0,0,0,0,0,0,0,0
"RP5-1053E7.3",0,0,0,0,0,0,0,0
"RNU6-176P",0,0,0,0,0,0,0,0
"PTAFR",33,15,20,29,29,13,28,23
"DNAJC8",4360,3424,3996,3850,4305,3331,4477,4368
"ATPIF1",3867,3007,3384,3672,3183,2485,3567,3300
"RP5-1092A3.4",501,526,447,525,415,304,444,430
"RP5-1092A3.5",28,20,14,16,22,11,31,21
"SESN2",666,642,507,715,771,860,722,1107
"MED18",840,532,738,738,700,624,808,793
"PHACTR4",1810,1511,1720,1868,2129,1814,2156,2367
"RP1-308E4.1",0,0,2,0,0,0,2,2
"RNU6ATAC27P",0,0,0,2,0,0,2,0
"RCC1",1825,1512,1627,1715,2098,1161,2209,1387
"SNHG3",7086,7448,6423,8942,5344,4004,5694,5023
"SNORA73A",0,0,0,0,0,0,0,0
"SNORA73B",141,180,117,224,93,71,104,78
"RP4-669K10.3",14,4,3,6,8,7,10,10
"RP4-669K10.8",72,87,75,103,65,57,88,86
"TRNAU1AP",1753,1839,1540,2164,1761,2168,1955,2687
"SNHG12",2829,3114,2363,3638,2189,2187,2473,2962
"SNORD99",58,66,41,50,31,35,36,42
"SNORA61",0,0,0,0,0,0,0,0
"SNORA44",0,0,0,0,0,0,0,0
"SNORA16A",0,0,0,0,0,0,0,0
"TAF12",977,714,855,949,1103,836,1148,1135
"RAB42",4,3,7,8,5,9,11,11
"RP11-442N24__B.1",7,5,6,13,4,6,9,15
"RNU11",1,0,4,1,0,2,2,1
"GMEB1",901,752,868,848,893,833,1075,1113
"RF00422",9,8,13,6,4,2,10,7
"YTHDF2",3449,2858,3157,3521,3566,3102,3778,4057
"OPRD1",21,1,14,4,32,10,41,22
"RP1-212P9.3",2,2,0,1,4,2,5,6
"EPB41",6353,2813,5946,3367,11682,5277,11649,6539
"RP4-604A21.1",16,23,14,19,20,9,16,17
"RF00017",364,285,360,313,335,294,379,377
"TMEM200B",2,0,1,2,5,3,0,0
"RP11-242O24.3",2,0,0,1,0,0,0,1
"SRSF4",9301,7526,8352,8619,7963,7119,8895,9883
"RF02271",39,25,32,34,34,45,42,42
"MECR",697,816,662,871,635,493,743,603
"RP11-467D18.2",12,13,19,20,17,5,11,15
"PTPRU",8,7,12,11,1,8,2,6
"RP3-437I16.1",0,0,0,0,0,0,0,0
"RP11-810H18.1",0,0,0,0,0,0,0,0
"RP4-656G21.1",0,0,0,0,0,0,0,0
"RP11-179G8.2",0,0,0,0,0,0,0,0
"RP11-179G8.1",0,0,0,0,0,0,0,0
"RP11-111I12.1",0,1,0,0,0,0,0,0
"RP5-893G23.1",0,0,0,0,0,0,0,0
"RP3-357I16.1",0,0,0,0,0,0,0,0
"RP4-591L5.1",0,0,0,0,0,0,0,0
"RP4-591L5.2",0,0,0,0,0,0,0,0
"MATN1",14,21,13,14,16,10,17,17
"RP5-1166H10.2",221,128,201,107,115,50,173,74
"LAPTM5",34233,19816,32426,24089,43312,39321,45887,52840
"MIR4420",14,10,13,11,18,17,17,14
"RP5-1125N11.1",0,0,0,0,0,0,0,0
"RP5-1125N11.2",0,0,0,0,0,0,2,0
"RN7SKP91",0,0,0,0,0,0,0,0
"RP1-65J11.5",0,0,0,0,0,0,0,0
"SDC3",22,51,9,50,19,57,12,78
"RN7SL371P",0,0,0,0,0,0,0,0
"PUM1",3674,2318,3225,2846,4829,3081,4874,3936
"RP11-201O14.1",0,0,0,3,0,0,0,1
"RP11-201O14.2",0,0,0,0,0,0,0,0
"SEPW1P",0,0,0,0,0,0,0,0
"RP11-490K7.1",0,0,0,0,0,0,0,0
"NKAIN1",0,0,0,0,0,0,0,0
"SNRNP40",2128,1818,1899,2056,1948,1486,2139,2049
"RP11-490K7.4",32,34,45,43,32,36,26,40
"ZCCHC17",698,695,723,732,778,666,809,764
"RP11-266K22.2",2,1,0,2,2,2,0,1
"FABP3",29,32,26,37,31,64,24,113
"SERINC2",6,12,8,4,2,26,2,31
"RP11-439L8.2",0,0,0,0,0,0,0,0
"RNU6-40P",0,0,1,0,0,0,0,0
"RP11-439L8.3",0,0,0,0,0,0,3,0
"RP11-73M7.10",1,0,0,0,0,0,0,1
"RP11-73M7.1",1,0,0,0,0,1,0,0
"TINAGL1",7,1,2,4,2,0,0,0
"HCRTR1",9,12,14,8,13,20,27,11
"PEF1",2584,2272,2272,2596,2384,2213,2503,2875
"RP11-73M7.6",10,13,13,7,10,18,12,18
"RP11-73M7.9",0,1,0,0,0,3,0,1
"COL16A1",9,1,7,1,1,3,1,5
"ADGRB2",14,2,10,5,5,9,4,12
"MIR4254",0,0,0,0,0,0,0,0
"RP11-84A19.3",0,0,0,0,0,0,0,0
"SPOCD1",0,0,8,4,0,4,0,0
"RP11-84A19.2",0,0,0,0,0,1,0,0
"RP11-84A19.4",19,19,25,18,16,16,16,21
"PTP4A2",9042,6928,8598,8602,11461,9517,11793,12152
"RP4-534N18.2",6,3,5,2,8,10,11,6
"RP4-534N18.4",1,0,0,2,1,0,0,0
"KHDRBS1",7173,5411,6990,6778,8530,6142,8825,7784
"RP11-277A4.4",5,6,5,9,2,0,4,5
"TMEM39B",1203,836,1041,1031,976,743,1083,918
"MIR5585",1,0,0,0,0,2,0,0
"KPNA6",5053,3462,4488,3705,4302,3585,4611,4687
"RP4-622L5.2",0,0,0,0,0,0,0,0
"TXLNA",5909,4912,5309,5874,5414,4600,5828,5848
"CCDC28B",635,677,597,694,512,394,561,535
"RP4-622L5.7",15,13,8,16,18,9,14,13
"IQCC",207,164,188,173,146,136,193,163
"DCDC2B",20,15,18,26,18,19,23,16
"TMEM234",248,178,237,202,243,160,282,229
"EIF3I",7188,7569,6418,8707,6777,6528,7504,8911
"MTMR9L",72,91,61,84,34,90,59,92
"FAM167B",47,17,23,30,20,32,24,23
"LCK",23057,13028,20234,15501,23683,18165,25448,25078
"HDAC1",8670,6310,7935,7587,9076,7853,9866,10574
"MARCKSL1",582,595,597,746,729,647,677,930
"RP4-811H24.9",4,2,2,1,2,4,2,4
"TSSK3",28,14,29,32,24,19,34,25
"FAM229A",979,593,816,672,814,650,840,878
"BSDC1",4204,3227,4049,3480,4810,4371,5218,5507
"RP11-395N6.1",0,0,0,0,0,0,0,0
"RP11-395N6.4",0,0,0,0,0,0,0,0
"RP11-395N6.2",0,0,0,0,0,0,0,1
"RN7SL122P",0,0,0,0,0,0,0,0
"RP1-27O5.3",0,0,0,0,0,0,0,0
"ZBTB8B",5,0,2,0,0,0,0,0
"ZBTB8A",10,14,8,9,11,17,12,19
"ZBTB8OS",1362,1108,1200,1377,1127,994,1265,1413
"RBBP4",7369,4905,6736,5928,7999,5274,8508,6599
"SYNC",0,0,0,0,0,1,0,0
"RP11-114B7.6",0,0,0,0,0,0,0,0
"KIAA1522",67,130,71,121,115,216,147,304
"YARS",9033,7257,7966,8590,11777,7759,12835,10237
"S100PBP",4247,3111,3769,3675,4399,2717,4837,3883
"FNDC5",55,31,49,35,33,44,37,52
"HPCA",5,1,6,7,1,5,10,7
"TMEM54",0,2,4,5,2,2,2,4
"RNF19B",2043,2852,1813,3449,1847,2027,2095,2781
"RP5-1174N9.2",10,6,14,5,3,4,3,4
"RP4-803A2.1",14,5,4,9,4,8,15,1
"RP4-803A2.2",10,12,21,26,14,10,7,9
"RP1-117O3.2",2,1,0,1,0,2,0,0
"AK2",4826,5064,4265,6181,4301,3780,4917,4660
"AZIN2",815,407,671,460,954,768,1013,1009
"RP11-131M11.2",132,71,117,83,148,93,152,119
